sentence,word,label
Kal ka episode dekha kya bohot dramatic tha,ka,URD
Kal ka episode dekha kya bohot dramatic tha,episode,ENG
Kal ka episode dekha kya bohot dramatic tha,dekha,URD
Kal ka episode dekha kya bohot dramatic tha,kya,URD
Kal ka episode dekha kya bohot dramatic tha,bohot,URD
Kal ka episode dekha kya bohot dramatic tha,dramatic,ENG
Kal ka episode dekha kya bohot dramatic tha,tha,URD
Bhai relax karo sab kuch theek ho jayega eventually,Bhai,URD
Bhai relax karo sab kuch theek ho jayega eventually,relax,ENG
Bhai relax karo sab kuch theek ho jayega eventually,karo,URD
Bhai relax karo sab kuch theek ho jayega eventually,sab,URD
Bhai relax karo sab kuch theek ho jayega eventually,kuch,URD
Bhai relax karo sab kuch theek ho jayega eventually,theek,URD
Bhai relax karo sab kuch theek ho jayega eventually,ho,URD
Bhai relax karo sab kuch theek ho jayega eventually,jayega,URD
Bhai relax karo sab kuch theek ho jayega eventually,eventually,ENG
Mujhe office se early nikalna hai kal doctor ke pass jana hai,Mujhe,URD
Mujhe office se early nikalna hai kal doctor ke pass jana hai,office,ENG
Mujhe office se early nikalna hai kal doctor ke pass jana hai,se,URD
Mujhe office se early nikalna hai kal doctor ke pass jana hai,early,ENG
Mujhe office se early nikalna hai kal doctor ke pass jana hai,nikalna,URD
Mujhe office se early nikalna hai kal doctor ke pass jana hai,hai,URD
Mujhe office se early nikalna hai kal doctor ke pass jana hai,kal,URD
Mujhe office se early nikalna hai kal doctor ke pass jana hai,doctor,ENG
Mujhe office se early nikalna hai kal doctor ke pass jana hai,ke,URD
Mujhe office se early nikalna hai kal doctor ke pass jana hai,pass,URD
Mujhe office se early nikalna hai kal doctor ke pass jana hai,jana,URD
Mujhe office se early nikalna hai kal doctor ke pass jana hai,hai,URD
This coffee bohot strong hai but I needed it today,This,ENG
This coffee bohot strong hai but I needed it today,coffee,ENG
This coffee bohot strong hai but I needed it today,bohot,URD
This coffee bohot strong hai but I needed it today,strong,ENG
This coffee bohot strong hai but I needed it today,hai,URD
This coffee bohot strong hai but I needed it today,but,ENG
This coffee bohot strong hai but I needed it today,I,ENG
This coffee bohot strong hai but I needed it today,needed,ENG
This coffee bohot strong hai but I needed it today,it,ENG
This coffee bohot strong hai but I needed it today,today,ENG
Kal se routine follow karna zaroori hai warna sab bigar jayega,Kal,URD
Kal se routine follow karna zaroori hai warna sab bigar jayega,se,URD
Kal se routine follow karna zaroori hai warna sab bigar jayega,routine,ENG
Kal se routine follow karna zaroori hai warna sab bigar jayega,follow,ENG
Kal se routine follow karna zaroori hai warna sab bigar jayega,karna,URD
Kal se routine follow karna zaroori hai warna sab bigar jayega,zaroori,URD
Kal se routine follow karna zaroori hai warna sab bigar jayega,hai,URD
Kal se routine follow karna zaroori hai warna sab bigar jayega,warna,URD
Kal se routine follow karna zaroori hai warna sab bigar jayega,sab,URD
Kal se routine follow karna zaroori hai warna sab bigar jayega,bigar,URD
Kal se routine follow karna zaroori hai warna sab bigar jayega,jayega,URD
Bhai mujhe ye whole situation bohot confusing lag rahi hai,Bhai,URD
Bhai mujhe ye whole situation bohot confusing lag rahi hai,mujhe,URD
Bhai mujhe ye whole situation bohot confusing lag rahi hai,ye,URD
Bhai mujhe ye whole situation bohot confusing lag rahi hai,whole,ENG
Bhai mujhe ye whole situation bohot confusing lag rahi hai,situation,ENG
Bhai mujhe ye whole situation bohot confusing lag rahi hai,bohot,URD
Bhai mujhe ye whole situation bohot confusing lag rahi hai,confusing,ENG
Bhai mujhe ye whole situation bohot confusing lag rahi hai,lag,URD
Bhai mujhe ye whole situation bohot confusing lag rahi hai,rahi,URD
Bhai mujhe ye whole situation bohot confusing lag rahi hai,hai,URD
Aaj ka lecture bohot boring tha honestly I almost slept,Aaj,URD
Aaj ka lecture bohot boring tha honestly I almost slept,ka,URD
Aaj ka lecture bohot boring tha honestly I almost slept,lecture,ENG
Aaj ka lecture bohot boring tha honestly I almost slept,bohot,URD
Aaj ka lecture bohot boring tha honestly I almost slept,boring,ENG
Aaj ka lecture bohot boring tha honestly I almost slept,tha,URD
Aaj ka lecture bohot boring tha honestly I almost slept,honestly,ENG
Aaj ka lecture bohot boring tha honestly I almost slept,I,ENG
Aaj ka lecture bohot boring tha honestly I almost slept,almost,ENG
Aaj ka lecture bohot boring tha honestly I almost slept,slept,ENG
Yaar mujhe abhi thori der akela chorho please,Yaar,URD
Yaar mujhe abhi thori der akela chorho please,mujhe,URD
Yaar mujhe abhi thori der akela chorho please,abhi,URD
Yaar mujhe abhi thori der akela chorho please,thori,URD
Yaar mujhe abhi thori der akela chorho please,der,URD
Yaar mujhe abhi thori der akela chorho please,akela,URD
Yaar mujhe abhi thori der akela chorho please,chorho,URD
Yaar mujhe abhi thori der akela chorho please,please,ENG
Mera internet phir se down ho gaya kaam rukk gaya,Mera,URD
Mera internet phir se down ho gaya kaam rukk gaya,internet,MIX
Mera internet phir se down ho gaya kaam rukk gaya,phir,URD
Mera internet phir se down ho gaya kaam rukk gaya,se,URD
Mera internet phir se down ho gaya kaam rukk gaya,down,ENG
Mera internet phir se down ho gaya kaam rukk gaya,ho,URD
Mera internet phir se down ho gaya kaam rukk gaya,gaya,URD
Mera internet phir se down ho gaya kaam rukk gaya,kaam,URD
Mera internet phir se down ho gaya kaam rukk gaya,rukk,URD
Mera internet phir se down ho gaya kaam rukk gaya,gaya,URD
I genuinely think humein break lena chahiye is hafte,I,ENG
I genuinely think humein break lena chahiye is hafte,genuinely,ENG
I genuinely think humein break lena chahiye is hafte,think,ENG
I genuinely think humein break lena chahiye is hafte,humein,URD
I genuinely think humein break lena chahiye is hafte,break,ENG
I genuinely think humein break lena chahiye is hafte,lena,URD
I genuinely think humein break lena chahiye is hafte,chahiye,URD
I genuinely think humein break lena chahiye is hafte,is,URD
I genuinely think humein break lena chahiye is hafte,hafte,URD
Kal shaam ko free ho tum kahin chalein kya,Kal,URD
Kal shaam ko free ho tum kahin chalein kya,shaam,URD
Kal shaam ko free ho tum kahin chalein kya,ko,URD
Kal shaam ko free ho tum kahin chalein kya,free,ENG
Kal shaam ko free ho tum kahin chalein kya,ho,URD
Kal shaam ko free ho tum kahin chalein kya,tum,URD
Kal shaam ko free ho tum kahin chalein kya,kahin,URD
Kal shaam ko free ho tum kahin chalein kya,chalein,URD
Kal shaam ko free ho tum kahin chalein kya,kya,URD
Mujhe abhi realize hua ke maine file save hi nahi ki,Mujhe,URD
Mujhe abhi realize hua ke maine file save hi nahi ki,abhi,URD
Mujhe abhi realize hua ke maine file save hi nahi ki,realize,ENG
Mujhe abhi realize hua ke maine file save hi nahi ki,hua,URD
Mujhe abhi realize hua ke maine file save hi nahi ki,ke,URD
Mujhe abhi realize hua ke maine file save hi nahi ki,maine,URD
Mujhe abhi realize hua ke maine file save hi nahi ki,file,ENG
Mujhe abhi realize hua ke maine file save hi nahi ki,save,ENG
Mujhe abhi realize hua ke maine file save hi nahi ki,hi,URD
Mujhe abhi realize hua ke maine file save hi nahi ki,nahi,URD
Mujhe abhi realize hua ke maine file save hi nahi ki,ki,URD
Bhai project deadline extend ho gayi thank god,Bhai,URD
Bhai project deadline extend ho gayi thank god,project,ENG
Bhai project deadline extend ho gayi thank god,deadline,ENG
Bhai project deadline extend ho gayi thank god,extend,ENG
Bhai project deadline extend ho gayi thank god,ho,URD
Bhai project deadline extend ho gayi thank god,gayi,URD
Bhai project deadline extend ho gayi thank god,thank,ENG
Bhai project deadline extend ho gayi thank god,god,ENG
Yaar itni saari notifications aa rahi hain phone band kar deta hoon,Yaar,URD
Yaar itni saari notifications aa rahi hain phone band kar deta hoon,itni,URD
Yaar itni saari notifications aa rahi hain phone band kar deta hoon,saari,URD
Yaar itni saari notifications aa rahi hain phone band kar deta hoon,notifications,ENG
Yaar itni saari notifications aa rahi hain phone band kar deta hoon,aa,URD
Yaar itni saari notifications aa rahi hain phone band kar deta hoon,rahi,URD
Yaar itni saari notifications aa rahi hain phone band kar deta hoon,hain,URD
Yaar itni saari notifications aa rahi hain phone band kar deta hoon,phone,MIX
Yaar itni saari notifications aa rahi hain phone band kar deta hoon,band,URD
Yaar itni saari notifications aa rahi hain phone band kar deta hoon,kar,URD
Yaar itni saari notifications aa rahi hain phone band kar deta hoon,deta,URD
Yaar itni saari notifications aa rahi hain phone band kar deta hoon,hoon,URD
Mummy ne dopher ko biryani banai thi bohot tasty thi,Mummy,URD
Mummy ne dopher ko biryani banai thi bohot tasty thi,ne,URD
Mummy ne dopher ko biryani banai thi bohot tasty thi,dopher,URD
Mummy ne dopher ko biryani banai thi bohot tasty thi,ko,URD
Mummy ne dopher ko biryani banai thi bohot tasty thi,biryani,URD
Mummy ne dopher ko biryani banai thi bohot tasty thi,banai,URD
Mummy ne dopher ko biryani banai thi bohot tasty thi,thi,URD
Mummy ne dopher ko biryani banai thi bohot tasty thi,bohot,URD
Mummy ne dopher ko biryani banai thi bohot tasty thi,tasty,ENG
Mummy ne dopher ko biryani banai thi bohot tasty thi,thi,URD
I am not in the mood for a debate abhi,I,ENG
I am not in the mood for a debate abhi,am,ENG
I am not in the mood for a debate abhi,not,ENG
I am not in the mood for a debate abhi,in,ENG
I am not in the mood for a debate abhi,the,ENG
I am not in the mood for a debate abhi,mood,ENG
I am not in the mood for a debate abhi,for,ENG
I am not in the mood for a debate abhi,a,ENG
I am not in the mood for a debate abhi,debate,ENG
I am not in the mood for a debate abhi,abhi,URD
Kal raat ko bijli bar bar ja rahi thi so annoying,Kal,URD
Kal raat ko bijli bar bar ja rahi thi so annoying,raat,URD
Kal raat ko bijli bar bar ja rahi thi so annoying,ko,URD
Kal raat ko bijli bar bar ja rahi thi so annoying,bijli,URD
Kal raat ko bijli bar bar ja rahi thi so annoying,bar,URD
Kal raat ko bijli bar bar ja rahi thi so annoying,bar,URD
Kal raat ko bijli bar bar ja rahi thi so annoying,ja,URD
Kal raat ko bijli bar bar ja rahi thi so annoying,rahi,URD
Kal raat ko bijli bar bar ja rahi thi so annoying,thi,URD
Kal raat ko bijli bar bar ja rahi thi so annoying,so,ENG
Kal raat ko bijli bar bar ja rahi thi so annoying,annoying,ENG
Bhai tumhara plan kaafi solid lag raha hai actually,Bhai,URD
Bhai tumhara plan kaafi solid lag raha hai actually,tumhara,URD
Bhai tumhara plan kaafi solid lag raha hai actually,plan,ENG
Bhai tumhara plan kaafi solid lag raha hai actually,kaafi,URD
Bhai tumhara plan kaafi solid lag raha hai actually,solid,ENG
Bhai tumhara plan kaafi solid lag raha hai actually,lag,URD
Bhai tumhara plan kaafi solid lag raha hai actually,raha,URD
Bhai tumhara plan kaafi solid lag raha hai actually,hai,URD
Bhai tumhara plan kaafi solid lag raha hai actually,actually,ENG
Mujhe office ka environment aajkal bilkul acha nahi lag raha,Mujhe,URD
Mujhe office ka environment aajkal bilkul acha nahi lag raha,office,ENG
Mujhe office ka environment aajkal bilkul acha nahi lag raha,ka,URD
Mujhe office ka environment aajkal bilkul acha nahi lag raha,environment,ENG
Mujhe office ka environment aajkal bilkul acha nahi lag raha,aajkal,URD
Mujhe office ka environment aajkal bilkul acha nahi lag raha,bilkul,URD
Mujhe office ka environment aajkal bilkul acha nahi lag raha,acha,URD
Mujhe office ka environment aajkal bilkul acha nahi lag raha,nahi,URD
Mujhe office ka environment aajkal bilkul acha nahi lag raha,lag,URD
Mujhe office ka environment aajkal bilkul acha nahi lag raha,raha,URD
Aaj ka schedule kaafi packed hai back to back classes,Aaj,URD
Aaj ka schedule kaafi packed hai back to back classes,ka,URD
Aaj ka schedule kaafi packed hai back to back classes,schedule,ENG
Aaj ka schedule kaafi packed hai back to back classes,kaafi,URD
Aaj ka schedule kaafi packed hai back to back classes,packed,ENG
Aaj ka schedule kaafi packed hai back to back classes,hai,URD
Aaj ka schedule kaafi packed hai back to back classes,back,ENG
Aaj ka schedule kaafi packed hai back to back classes,to,ENG
Aaj ka schedule kaafi packed hai back to back classes,back,ENG
Aaj ka schedule kaafi packed hai back to back classes,classes,ENG
Bhai mujhe pata hai kaam pending hai but I am too tired,Bhai,URD
Bhai mujhe pata hai kaam pending hai but I am too tired,mujhe,URD
Bhai mujhe pata hai kaam pending hai but I am too tired,pata,URD
Bhai mujhe pata hai kaam pending hai but I am too tired,hai,URD
Bhai mujhe pata hai kaam pending hai but I am too tired,kaam,URD
Bhai mujhe pata hai kaam pending hai but I am too tired,pending,ENG
Bhai mujhe pata hai kaam pending hai but I am too tired,hai,URD
Bhai mujhe pata hai kaam pending hai but I am too tired,but,ENG
Bhai mujhe pata hai kaam pending hai but I am too tired,I,ENG
Bhai mujhe pata hai kaam pending hai but I am too tired,am,ENG
Bhai mujhe pata hai kaam pending hai but I am too tired,too,ENG
Bhai mujhe pata hai kaam pending hai but I am too tired,tired,ENG
Sara ghar saaf kar diya finally feels so good now,Sara,URD
Sara ghar saaf kar diya finally feels so good now,ghar,URD
Sara ghar saaf kar diya finally feels so good now,saaf,URD
Sara ghar saaf kar diya finally feels so good now,kar,URD
Sara ghar saaf kar diya finally feels so good now,diya,URD
Sara ghar saaf kar diya finally feels so good now,finally,ENG
Sara ghar saaf kar diya finally feels so good now,feels,ENG
Sara ghar saaf kar diya finally feels so good now,so,ENG
Sara ghar saaf kar diya finally feels so good now,good,ENG
Sara ghar saaf kar diya finally feels so good now,now,ENG
Mujhe wo restaurant ka khana bilkul pasand nahi aya,Mujhe,URD
Mujhe wo restaurant ka khana bilkul pasand nahi aya,wo,URD
Mujhe wo restaurant ka khana bilkul pasand nahi aya,restaurant,ENG
Mujhe wo restaurant ka khana bilkul pasand nahi aya,ka,URD
Mujhe wo restaurant ka khana bilkul pasand nahi aya,khana,URD
Mujhe wo restaurant ka khana bilkul pasand nahi aya,bilkul,URD
Mujhe wo restaurant ka khana bilkul pasand nahi aya,pasand,URD
Mujhe wo restaurant ka khana bilkul pasand nahi aya,nahi,URD
Mujhe wo restaurant ka khana bilkul pasand nahi aya,aya,URD
Bhai signal hi nahi aa raha call drop ho gayi,Bhai,URD
Bhai signal hi nahi aa raha call drop ho gayi,signal,ENG
Bhai signal hi nahi aa raha call drop ho gayi,hi,URD
Bhai signal hi nahi aa raha call drop ho gayi,nahi,URD
Bhai signal hi nahi aa raha call drop ho gayi,aa,URD
Bhai signal hi nahi aa raha call drop ho gayi,raha,URD
Bhai signal hi nahi aa raha call drop ho gayi,call,ENG
Bhai signal hi nahi aa raha call drop ho gayi,drop,ENG
Bhai signal hi nahi aa raha call drop ho gayi,ho,URD
Bhai signal hi nahi aa raha call drop ho gayi,gayi,URD
Kal ka function bohot achi tarah organize hua tha,Kal,URD
Kal ka function bohot achi tarah organize hua tha,ka,URD
Kal ka function bohot achi tarah organize hua tha,function,ENG
Kal ka function bohot achi tarah organize hua tha,bohot,URD
Kal ka function bohot achi tarah organize hua tha,achi,URD
Kal ka function bohot achi tarah organize hua tha,tarah,URD
Kal ka function bohot achi tarah organize hua tha,organize,ENG
Kal ka function bohot achi tarah organize hua tha,hua,URD
Kal ka function bohot achi tarah organize hua tha,tha,URD
I just need a proper nap mujhe neend aa rahi hai,I,ENG
I just need a proper nap mujhe neend aa rahi hai,just,ENG
I just need a proper nap mujhe neend aa rahi hai,need,ENG
I just need a proper nap mujhe neend aa rahi hai,a,ENG
I just need a proper nap mujhe neend aa rahi hai,proper,ENG
I just need a proper nap mujhe neend aa rahi hai,nap,ENG
I just need a proper nap mujhe neend aa rahi hai,mujhe,URD
I just need a proper nap mujhe neend aa rahi hai,neend,URD
I just need a proper nap mujhe neend aa rahi hai,aa,URD
I just need a proper nap mujhe neend aa rahi hai,rahi,URD
I just need a proper nap mujhe neend aa rahi hai,hai,URD
Bhai class time pe start hui thi you missed the intro,Bhai,URD
Bhai class time pe start hui thi you missed the intro,class,ENG
Bhai class time pe start hui thi you missed the intro,time,ENG
Bhai class time pe start hui thi you missed the intro,pe,URD
Bhai class time pe start hui thi you missed the intro,start,ENG
Bhai class time pe start hui thi you missed the intro,hui,URD
Bhai class time pe start hui thi you missed the intro,thi,URD
Bhai class time pe start hui thi you missed the intro,you,ENG
Bhai class time pe start hui thi you missed the intro,missed,ENG
Bhai class time pe start hui thi you missed the intro,the,ENG
Bhai class time pe start hui thi you missed the intro,intro,ENG
Mujhe aaj bohot achi news mili I got the internship,Mujhe,URD
Mujhe aaj bohot achi news mili I got the internship,aaj,URD
Mujhe aaj bohot achi news mili I got the internship,bohot,URD
Mujhe aaj bohot achi news mili I got the internship,achi,URD
Mujhe aaj bohot achi news mili I got the internship,news,ENG
Mujhe aaj bohot achi news mili I got the internship,mili,URD
Mujhe aaj bohot achi news mili I got the internship,I,ENG
Mujhe aaj bohot achi news mili I got the internship,got,ENG
Mujhe aaj bohot achi news mili I got the internship,the,ENG
Mujhe aaj bohot achi news mili I got the internship,internship,ENG
Yaar tumhara mood aaj kuch off lag raha hai kya hua,Yaar,URD
Yaar tumhara mood aaj kuch off lag raha hai kya hua,tumhara,URD
Yaar tumhara mood aaj kuch off lag raha hai kya hua,mood,ENG
Yaar tumhara mood aaj kuch off lag raha hai kya hua,aaj,URD
Yaar tumhara mood aaj kuch off lag raha hai kya hua,kuch,URD
Yaar tumhara mood aaj kuch off lag raha hai kya hua,off,ENG
Yaar tumhara mood aaj kuch off lag raha hai kya hua,lag,URD
Yaar tumhara mood aaj kuch off lag raha hai kya hua,raha,URD
Yaar tumhara mood aaj kuch off lag raha hai kya hua,hai,URD
Yaar tumhara mood aaj kuch off lag raha hai kya hua,kya,URD
Yaar tumhara mood aaj kuch off lag raha hai kya hua,hua,URD
Mujhe results ka bohot tension ho raha hai abhi se,Mujhe,URD
Mujhe results ka bohot tension ho raha hai abhi se,results,ENG
Mujhe results ka bohot tension ho raha hai abhi se,ka,URD
Mujhe results ka bohot tension ho raha hai abhi se,bohot,URD
Mujhe results ka bohot tension ho raha hai abhi se,tension,ENG
Mujhe results ka bohot tension ho raha hai abhi se,ho,URD
Mujhe results ka bohot tension ho raha hai abhi se,raha,URD
Mujhe results ka bohot tension ho raha hai abhi se,hai,URD
Mujhe results ka bohot tension ho raha hai abhi se,abhi,URD
Mujhe results ka bohot tension ho raha hai abhi se,se,URD
Bhai kal ki flight miss ho gayi thi major delay ki wajah se,Bhai,URD
Bhai kal ki flight miss ho gayi thi major delay ki wajah se,kal,URD
Bhai kal ki flight miss ho gayi thi major delay ki wajah se,ki,URD
Bhai kal ki flight miss ho gayi thi major delay ki wajah se,flight,ENG
Bhai kal ki flight miss ho gayi thi major delay ki wajah se,miss,ENG
Bhai kal ki flight miss ho gayi thi major delay ki wajah se,ho,URD
Bhai kal ki flight miss ho gayi thi major delay ki wajah se,gayi,URD
Bhai kal ki flight miss ho gayi thi major delay ki wajah se,thi,URD
Bhai kal ki flight miss ho gayi thi major delay ki wajah se,major,ENG
Bhai kal ki flight miss ho gayi thi major delay ki wajah se,delay,ENG
Bhai kal ki flight miss ho gayi thi major delay ki wajah se,ki,URD
Bhai kal ki flight miss ho gayi thi major delay ki wajah se,wajah,URD
Bhai kal ki flight miss ho gayi thi major delay ki wajah se,se,URD
I feel so lazy today kuch bhi karne ka dil nahi kar raha,I,ENG
I feel so lazy today kuch bhi karne ka dil nahi kar raha,feel,ENG
I feel so lazy today kuch bhi karne ka dil nahi kar raha,so,ENG
I feel so lazy today kuch bhi karne ka dil nahi kar raha,lazy,ENG
I feel so lazy today kuch bhi karne ka dil nahi kar raha,today,ENG
I feel so lazy today kuch bhi karne ka dil nahi kar raha,kuch,URD
I feel so lazy today kuch bhi karne ka dil nahi kar raha,bhi,URD
I feel so lazy today kuch bhi karne ka dil nahi kar raha,karne,URD
I feel so lazy today kuch bhi karne ka dil nahi kar raha,ka,URD
I feel so lazy today kuch bhi karne ka dil nahi kar raha,dil,URD
I feel so lazy today kuch bhi karne ka dil nahi kar raha,nahi,URD
I feel so lazy today kuch bhi karne ka dil nahi kar raha,kar,URD
I feel so lazy today kuch bhi karne ka dil nahi kar raha,raha,URD
Bhai aaj ka weather bilkul perfect hai for a drive,Bhai,URD
Bhai aaj ka weather bilkul perfect hai for a drive,aaj,URD
Bhai aaj ka weather bilkul perfect hai for a drive,ka,URD
Bhai aaj ka weather bilkul perfect hai for a drive,weather,ENG
Bhai aaj ka weather bilkul perfect hai for a drive,bilkul,URD
Bhai aaj ka weather bilkul perfect hai for a drive,perfect,ENG
Bhai aaj ka weather bilkul perfect hai for a drive,hai,URD
Bhai aaj ka weather bilkul perfect hai for a drive,for,ENG
Bhai aaj ka weather bilkul perfect hai for a drive,a,ENG
Bhai aaj ka weather bilkul perfect hai for a drive,drive,ENG
Mujhe abhi bhi wo purani baatein yaad aati hain sometimes,Mujhe,URD
Mujhe abhi bhi wo purani baatein yaad aati hain sometimes,abhi,URD
Mujhe abhi bhi wo purani baatein yaad aati hain sometimes,bhi,URD
Mujhe abhi bhi wo purani baatein yaad aati hain sometimes,wo,URD
Mujhe abhi bhi wo purani baatein yaad aati hain sometimes,purani,URD
Mujhe abhi bhi wo purani baatein yaad aati hain sometimes,baatein,URD
Mujhe abhi bhi wo purani baatein yaad aati hain sometimes,yaad,URD
Mujhe abhi bhi wo purani baatein yaad aati hain sometimes,aati,URD
Mujhe abhi bhi wo purani baatein yaad aati hain sometimes,hain,URD
Mujhe abhi bhi wo purani baatein yaad aati hain sometimes,sometimes,ENG
Kal se sab kuch sort out ho jayega hopefully yaar,Kal,URD
Kal se sab kuch sort out ho jayega hopefully yaar,se,URD
Kal se sab kuch sort out ho jayega hopefully yaar,sab,URD
Kal se sab kuch sort out ho jayega hopefully yaar,kuch,URD
Kal se sab kuch sort out ho jayega hopefully yaar,sort,ENG
Kal se sab kuch sort out ho jayega hopefully yaar,out,ENG
Kal se sab kuch sort out ho jayega hopefully yaar,ho,URD
Kal se sab kuch sort out ho jayega hopefully yaar,jayega,URD
Kal se sab kuch sort out ho jayega hopefully yaar,hopefully,ENG
Kal se sab kuch sort out ho jayega hopefully yaar,yaar,URD
I really needed this vacation itna thak gaya tha main,I,ENG
I really needed this vacation itna thak gaya tha main,really,ENG
I really needed this vacation itna thak gaya tha main,needed,ENG
I really needed this vacation itna thak gaya tha main,this,ENG
I really needed this vacation itna thak gaya tha main,vacation,ENG
I really needed this vacation itna thak gaya tha main,itna,URD
I really needed this vacation itna thak gaya tha main,thak,URD
I really needed this vacation itna thak gaya tha main,gaya,URD
I really needed this vacation itna thak gaya tha main,tha,URD
I really needed this vacation itna thak gaya tha main,main,URD
Bhai tumhe kal ki party ki details mili kya,Bhai,URD
Bhai tumhe kal ki party ki details mili kya,tumhe,URD
Bhai tumhe kal ki party ki details mili kya,kal,URD
Bhai tumhe kal ki party ki details mili kya,ki,URD
Bhai tumhe kal ki party ki details mili kya,party,ENG
Bhai tumhe kal ki party ki details mili kya,ki,URD
Bhai tumhe kal ki party ki details mili kya,details,ENG
Bhai tumhe kal ki party ki details mili kya,mili,URD
Bhai tumhe kal ki party ki details mili kya,kya,URD
Mera mind abhi bilkul kaam nahi kar raha exam ki wajah se,Mera,URD
Mera mind abhi bilkul kaam nahi kar raha exam ki wajah se,mind,ENG
Mera mind abhi bilkul kaam nahi kar raha exam ki wajah se,abhi,URD
Mera mind abhi bilkul kaam nahi kar raha exam ki wajah se,bilkul,URD
Mera mind abhi bilkul kaam nahi kar raha exam ki wajah se,kaam,URD
Mera mind abhi bilkul kaam nahi kar raha exam ki wajah se,nahi,URD
Mera mind abhi bilkul kaam nahi kar raha exam ki wajah se,kar,URD
Mera mind abhi bilkul kaam nahi kar raha exam ki wajah se,raha,URD
Mera mind abhi bilkul kaam nahi kar raha exam ki wajah se,exam,ENG
Mera mind abhi bilkul kaam nahi kar raha exam ki wajah se,ki,URD
Mera mind abhi bilkul kaam nahi kar raha exam ki wajah se,wajah,URD
Mera mind abhi bilkul kaam nahi kar raha exam ki wajah se,se,URD
Yaar mujhe lagta hai we should just cancel the trip,Yaar,URD
Yaar mujhe lagta hai we should just cancel the trip,mujhe,URD
Yaar mujhe lagta hai we should just cancel the trip,lagta,URD
Yaar mujhe lagta hai we should just cancel the trip,hai,URD
Yaar mujhe lagta hai we should just cancel the trip,we,ENG
Yaar mujhe lagta hai we should just cancel the trip,should,ENG
Yaar mujhe lagta hai we should just cancel the trip,just,ENG
Yaar mujhe lagta hai we should just cancel the trip,cancel,ENG
Yaar mujhe lagta hai we should just cancel the trip,the,ENG
Yaar mujhe lagta hai we should just cancel the trip,trip,ENG
Kal subah jaldi utho hum log trekking pe jayenge,Kal,URD
Kal subah jaldi utho hum log trekking pe jayenge,subah,URD
Kal subah jaldi utho hum log trekking pe jayenge,jaldi,URD
Kal subah jaldi utho hum log trekking pe jayenge,utho,URD
Kal subah jaldi utho hum log trekking pe jayenge,hum,URD
Kal subah jaldi utho hum log trekking pe jayenge,log,URD
Kal subah jaldi utho hum log trekking pe jayenge,trekking,ENG
Kal subah jaldi utho hum log trekking pe jayenge,pe,URD
Kal subah jaldi utho hum log trekking pe jayenge,jayenge,URD
Bhai maine socha nahi tha ke tum itna support karo gay,Bhai,URD
Bhai maine socha nahi tha ke tum itna support karo gay,maine,URD
Bhai maine socha nahi tha ke tum itna support karo gay,socha,URD
Bhai maine socha nahi tha ke tum itna support karo gay,nahi,URD
Bhai maine socha nahi tha ke tum itna support karo gay,tha,URD
Bhai maine socha nahi tha ke tum itna support karo gay,ke,URD
Bhai maine socha nahi tha ke tum itna support karo gay,tum,URD
Bhai maine socha nahi tha ke tum itna support karo gay,itna,URD
Bhai maine socha nahi tha ke tum itna support karo gay,support,ENG
Bhai maine socha nahi tha ke tum itna support karo gay,karo,URD
Bhai maine socha nahi tha ke tum itna support karo gay,gay,URD
This traffic jam khatam hi nahi ho raha aaj tou,This,ENG
This traffic jam khatam hi nahi ho raha aaj tou,traffic,ENG
This traffic jam khatam hi nahi ho raha aaj tou,jam,ENG
This traffic jam khatam hi nahi ho raha aaj tou,khatam,URD
This traffic jam khatam hi nahi ho raha aaj tou,hi,URD
This traffic jam khatam hi nahi ho raha aaj tou,nahi,URD
This traffic jam khatam hi nahi ho raha aaj tou,ho,URD
This traffic jam khatam hi nahi ho raha aaj tou,raha,URD
This traffic jam khatam hi nahi ho raha aaj tou,aaj,URD
This traffic jam khatam hi nahi ho raha aaj tou,tou,URD
